Date,Close,Open,High,Low,Vol.,Change %,LogRet
2013-03-21,1344.32,"1,353.17","1,353.35","1,342.15",-,-0.55%,-0.005482148572691692
2013-03-22,1351.46,"1,343.56","1,354.38","1,341.32",-,0.53%,0.005297180553134773
2013-03-25,1342.38,"1,354.19","1,360.17","1,340.02",-,-0.67%,-0.00674133162111179
2013-03-26,1347.67,"1,342.74","1,348.89","1,340.17",-,0.39%,0.003933017467395494
2013-03-27,1340.73,"1,347.18","1,348.72","1,333.13",-,-0.51%,-0.005162933652714585
2013-03-28,1345.17,"1,339.71","1,349.09","1,338.57",-,0.33%,0.003306157373208052
2013-03-29,1345.18,"1,345.80","1,346.00","1,344.61",-,0.00%,7.433976991322311e-06
2013-04-01,1344.66,"1,342.75","1,345.31","1,342.43",-,-0.04%,-0.00038664010236821866
2013-04-02,1354.15,"1,344.95","1,355.68","1,343.42",-,0.71%,0.007032758226283242
2013-04-03,1343.56,"1,354.30","1,356.19","1,342.42",-,-0.78%,-0.0078511436719646
2013-04-04,1342.6,"1,341.73","1,346.22","1,336.98",-,-0.07%,-0.0007147750252194385
2013-04-05,1335.91,"1,344.79","1,344.92","1,327.45",-,-0.50%,-0.0049953249466634375
2013-04-08,1341.12,"1,337.26","1,341.34","1,335.39",-,0.39%,0.0038923781787181255
2013-04-09,1350.31,"1,342.64","1,353.48","1,342.37",-,0.69%,0.0068291099645509945
2013-04-10,1368.88,"1,351.96","1,369.91","1,351.18",-,1.38%,0.013658691522457467
2013-04-11,1377.61,"1,372.06","1,380.39","1,370.98",-,0.64%,0.006357226424566598
2013-04-12,1372.26,"1,377.41","1,377.95","1,366.34",-,-0.39%,-0.003891097942958055
2013-04-15,1355.32,"1,369.44","1,370.90","1,354.82",-,-1.23%,-0.012421426911839006
2013-04-16,1364.35,"1,355.21","1,364.83","1,348.30",-,0.67%,0.0066405359346948245
2013-04-17,1342.58,"1,364.33","1,366.92","1,338.91",-,-1.60%,-0.01608498880401843
2013-04-18,1338.1,"1,341.77","1,345.79","1,335.25",-,-0.33%,-0.003342438613217702
2013-04-19,1342.46,"1,338.91","1,345.73","1,338.83",-,0.33%,0.0032530544699058694
2013-04-22,1350.15,"1,344.74","1,351.07","1,341.43",-,0.57%,0.00571194559035515
2013-04-23,1366.53,"1,348.26","1,367.49","1,347.10",-,1.21%,0.012058982652752626
2013-04-24,1372.84,"1,367.40","1,375.77","1,367.33",-,0.46%,0.0046069068143896885
2013-04-25,1376.54,"1,374.38","1,381.25","1,371.61",-,0.27%,0.0026915175302413274
2013-04-26,1376.8,"1,378.30","1,378.47","1,371.61",-,0.02%,0.0001888615287422013
2013-04-29,1388.63,"1,378.14","1,390.04","1,377.88",-,0.86%,0.008555683682204496
2013-04-30,1390.8,"1,388.39","1,391.62","1,384.43",-,0.16%,0.0015614715541723
2013-05-01,1384.48,"1,389.73","1,394.05","1,383.48",-,-0.45%,-0.004554503275278066
2013-05-02,1386.12,"1,383.34","1,386.64","1,376.46",-,0.12%,0.0011838592301609552
2013-05-03,1398.9,"1,386.48","1,402.47","1,386.30",-,0.92%,0.009177736393795932
2013-05-06,1394.75,"1,399.07","1,399.31","1,392.58",-,-0.30%,-0.0029710257567474585
2013-05-07,1404.76,"1,398.08","1,405.77","1,397.67",-,0.72%,0.007151281945727561
2013-05-08,1412.97,"1,405.70","1,413.92","1,404.89",-,0.58%,0.005827402365266465
2013-05-09,1401.99,"1,413.29","1,413.69","1,399.49",-,-0.78%,-0.007801216135152167
2013-05-10,1404.12,"1,403.66","1,406.95","1,398.26",-,0.15%,0.0015181161173867253
2013-05-13,1403.45,"1,404.47","1,406.84","1,398.80",-,-0.05%,-0.00047728107417999155
2013-05-14,1410.05,"1,405.52","1,411.82","1,400.28",-,0.47%,0.0046916737917088724
2013-05-15,1420.44,"1,412.43","1,420.45","1,409.85",-,0.74%,0.007341518017407012
2013-05-16,1415.78,"1,419.14","1,422.03","1,414.55",-,-0.33%,-0.0032860668025147532
2013-05-17,1420.34,"1,415.28","1,420.63","1,412.03",-,0.32%,0.003215663603364227
2013-05-20,1426.6,"1,423.70","1,427.73","1,421.11",-,0.44%,0.004397711289286121
2013-05-21,1430.31,"1,426.46","1,432.17","1,421.07",-,0.26%,0.002597213132712106
2013-05-22,1429.43,"1,431.45","1,445.04","1,427.01",-,-0.06%,-0.0006154405839522425
2013-05-23,1412.73,"1,426.55","1,427.75","1,403.78",-,-1.17%,-0.011751760769362463
2013-05-24,1412.36,"1,411.78","1,416.12","1,406.25",-,-0.03%,-0.00026193855920819686
2013-05-27,1410.94,"1,409.41","1,412.09","1,409.02",-,-0.10%,-0.0010059151487524787
2013-05-28,1421.49,"1,412.03","1,431.70","1,411.13",-,0.75%,0.007449468328564635
2013-05-29,1411.22,"1,423.36","1,423.54","1,407.52",-,-0.72%,-0.007251038756238337
2013-05-30,1418.52,"1,410.75","1,421.42","1,409.47",-,0.52%,0.005159496062584701
2013-05-31,1398.87,"1,418.42","1,418.55","1,398.59",-,-1.39%,-0.01394930671925998
2013-06-03,1403.73,"1,397.04","1,403.84","1,389.99",-,0.35%,0.003468211568927515
2013-06-04,1405.74,"1,403.64","1,413.34","1,401.69",-,0.14%,0.0014308751066502978
2013-06-05,1384.1,"1,404.90","1,405.17","1,382.96",-,-1.54%,-0.015513745603946916
2013-06-06,1387.97,"1,383.01","1,388.21","1,378.23",-,0.28%,0.002792139097658186
2013-06-07,1399.66,"1,385.28","1,400.00","1,382.64",-,0.84%,0.008387101965606547
2013-06-10,1403.62,"1,401.69","1,404.80","1,397.59",-,0.28%,0.0028252637154313476
2013-06-11,1394.33,"1,403.65","1,404.00","1,385.87",-,-0.66%,-0.0066406005388568445
2013-06-12,1386.27,"1,392.67","1,400.95","1,385.61",-,-0.58%,-0.005797326169910022
2013-06-13,1390.91,"1,384.67","1,392.67","1,374.38",-,0.33%,0.003341522204127756
2013-06-14,1387.87,"1,392.13","1,395.72","1,386.23",-,-0.22%,-0.0021880114386929606
2013-06-17,1400.64,"1,387.70","1,405.58","1,387.09",-,0.92%,0.009159077264509818
2013-06-18,1406.84,"1,400.25","1,408.28","1,397.22",-,0.44%,0.004416779516932756
2013-06-19,1389.91,"1,407.48","1,409.74","1,388.72",-,-1.20%,-0.012107057692420042
2013-06-20,1349.79,"1,385.77","1,386.09","1,347.68",-,-2.89%,-0.02928997205014383
2013-06-21,1343.1,"1,349.05","1,356.50","1,337.23",-,-0.50%,-0.004968649861869956
2013-06-24,1326.42,"1,340.20","1,340.67","1,319.68",-,-1.24%,-0.012496791239956728
2013-06-25,1335.98,"1,324.67","1,339.22","1,324.23",-,0.72%,0.0071815212495858205
2013-06-26,1348.71,"1,335.36","1,350.90","1,334.36",-,0.95%,0.009483475118007512
2013-06-27,1359.96,"1,352.59","1,365.73","1,350.35",-,0.83%,0.008306707490191023
2013-06-28,1353.62,"1,362.48","1,364.29","1,350.95",-,-0.47%,-0.0046728023763416004
2013-07-01,1362.44,"1,354.18","1,369.15","1,353.32",-,0.65%,0.006494724713991928
2013-07-02,1358.14,"1,364.38","1,365.95","1,354.71",-,-0.32%,-0.003161093282056271
2013-07-03,1354.07,"1,356.80","1,356.96","1,344.73",-,-0.30%,-0.0030012447819549593
2013-07-04,1363.45,"1,353.06","1,363.94","1,352.76",-,0.69%,0.006903380473073817
2013-07-05,1358.4,"1,363.01","1,364.30","1,351.95",-,-0.37%,-0.003710715722487379
2013-07-08,1370.19,"1,355.57","1,374.17","1,355.29",-,0.87%,0.008641879780442174
2013-07-09,1378.51,"1,371.90","1,379.88","1,371.70",-,0.61%,0.006053789361893713
2013-07-10,1382.66,"1,378.85","1,388.21","1,378.01",-,0.30%,0.0030059743694943464
2013-07-11,1406.19,"1,394.84","1,408.15","1,392.83",-,1.70%,0.01687473930690242
2013-07-12,1405.89,"1,406.05","1,408.11","1,401.26",-,-0.02%,-0.00021336519667869425
2013-07-15,1409.61,"1,406.12","1,410.39","1,403.63",-,0.26%,0.002642516188738675
2013-07-16,1409.47,"1,410.22","1,412.40","1,406.75",-,-0.01%,-9.932318353200742e-05
2013-07-17,1412.42,"1,408.83","1,416.80","1,405.80",-,0.21%,0.002090798064166677
2013-07-18,1418.35,"1,410.14","1,420.82","1,407.99",-,0.42%,0.004189678903130378
2013-07-19,1418.39,"1,418.70","1,419.16","1,411.74",-,0.00%,2.8201386100157322e-05
2013-07-22,1424.39,"1,419.47","1,425.86","1,418.73",-,0.42%,0.004221226341378781
2013-07-23,1426.7,"1,425.63","1,429.62","1,424.81",-,0.16%,0.0016204332416496214
2013-07-24,1426.21,"1,425.35","1,432.11","1,423.35",-,-0.03%,-0.0003435089118255519
2013-07-25,1427.02,"1,425.09","1,428.12","1,417.50",-,0.06%,0.0005677775866370638
2013-07-26,1422.5,"1,425.17","1,428.40","1,413.64",-,-0.32%,-0.0031724667950943086
2013-07-29,1415.52,"1,420.54","1,423.28","1,412.82",-,-0.49%,-0.004918932265409737
2013-07-30,1416.59,"1,416.12","1,422.65","1,414.54",-,0.08%,0.0007556204038046133
2013-07-31,1417.73,"1,415.71","1,424.88","1,411.85",-,0.08%,0.0008044257962938062
2013-08-01,1423.76,"1,417.56","1,426.49","1,416.27",-,0.43%,0.0042442585065556315
2013-08-02,1433.79,"1,425.57","1,433.80","1,425.37",-,0.70%,0.007020028479292506
2013-08-05,1429.75,"1,432.91","1,436.48","1,426.06",-,-0.28%,-0.0028216841255970238
2013-08-06,1424.93,"1,429.41","1,432.76","1,421.57",-,-0.34%,-0.0033769141062567343
2013-08-07,1422.55,"1,422.40","1,423.56","1,417.73",-,-0.17%,-0.0016716539215222426
2013-08-08,1427.17,"1,422.91","1,429.41","1,421.23",-,0.32%,0.003242426657799058
2013-08-09,1426.42,"1,427.69","1,431.86","1,422.80",-,-0.05%,-0.0005256536624180796
2013-08-12,1423.67,"1,426.17","1,427.11","1,420.29",-,-0.19%,-0.0019297642203675025
2013-08-13,1426.75,"1,425.28","1,429.17","1,420.29",-,0.22%,0.002161085874157642
2013-08-14,1423.63,"1,426.72","1,430.24","1,422.98",-,-0.22%,-0.002189182667613032
2013-08-15,1412.61,"1,424.40","1,424.63","1,402.16",-,-0.77%,-0.007770890654600571
2013-08-16,1409.86,"1,411.03","1,412.89","1,408.22",-,-0.19%,-0.001948648432188449
2013-08-19,1401.6,"1,409.45","1,409.93","1,401.54",-,-0.59%,-0.00587596748028929
2013-08-20,1398.38,"1,399.86","1,402.05","1,392.71",-,-0.23%,-0.0023000174426277553
2013-08-21,1385.41,"1,396.97","1,397.12","1,384.74",-,-0.93%,-0.009318299045097511
2013-08-22,1393.79,"1,383.43","1,394.98","1,383.22",-,0.60%,0.006030530653772459
2013-08-23,1405.87,"1,396.28","1,406.87","1,393.05",-,0.87%,0.00862967286573113
2013-08-26,1401.3,"1,405.98","1,406.87","1,401.24",-,-0.33%,-0.00325595103773324
2013-08-27,1383.75,"1,401.35","1,401.51","1,383.33",-,-1.25%,-0.012603172153324849
2013-08-28,1381.02,"1,380.98","1,383.07","1,373.82",-,-0.20%,-0.001974848459188827
2013-08-29,1380.96,"1,381.82","1,384.47","1,377.10",-,-0.00%,-4.344709231052235e-05
2013-08-30,1373.75,"1,381.10","1,381.82","1,371.00",-,-0.52%,-0.005234682753516573
2013-09-02,1383.09,"1,374.43","1,386.39","1,374.37",-,0.68%,0.0067758997514904
2013-09-03,1381.9,"1,385.30","1,389.52","1,379.04",-,-0.09%,-0.0008607626598822193
2013-09-04,1389.92,"1,381.88","1,391.47","1,378.68",-,0.58%,0.0057868277021713155
2013-09-05,1391.48,"1,389.88","1,394.10","1,388.31",-,0.11%,0.0011217373722427482
2013-09-06,1398.0,"1,392.14","1,401.38","1,387.01",-,0.47%,0.004674714909902455
2013-09-09,1406.87,"1,398.35","1,407.92","1,396.40",-,0.63%,0.006324734884914918
2013-09-10,1421.58,"1,408.17","1,421.70","1,407.61",-,1.05%,0.01040155040776991
2013-09-11,1432.18,"1,421.16","1,432.25","1,420.60",-,0.75%,0.007428829858800334
2013-09-12,1428.05,"1,431.93","1,433.77","1,427.24",-,-0.29%,-0.002887881653085067
2013-09-13,1432.7,"1,426.25","1,433.55","1,424.53",-,0.33%,0.0032508986071713153
2013-09-16,1442.92,"1,436.85","1,448.83","1,436.51",-,0.71%,0.007108062282247474
2013-09-17,1441.81,"1,441.62","1,444.80","1,439.07",-,-0.08%,-0.0007695694604228365
2013-09-18,1462.92,"1,442.66","1,463.40","1,441.08",-,1.46%,0.014535169643903778
2013-09-19,1463.36,"1,463.11","1,472.11","1,462.09",-,0.03%,0.0003007231046350256
2013-09-20,1455.09,"1,463.85","1,465.05","1,454.71",-,-0.57%,-0.005667407106977329
2013-09-23,1447.38,"1,454.70","1,456.67","1,445.17",-,-0.53%,-0.005312728906490705
2013-09-24,1444.41,"1,446.38","1,449.91","1,443.18",-,-0.21%,-0.0020540917869382724
2013-09-25,1445.32,"1,443.66","1,449.04","1,441.77",-,0.06%,0.0006298166472857858
2013-09-26,1446.72,"1,445.08","1,451.23","1,442.93",-,0.10%,0.0009681747896701509
2013-09-27,1444.37,"1,446.54","1,448.69","1,440.95",-,-0.16%,-0.0016256847884763559
2013-09-30,1432.91,"1,443.47","1,443.60","1,429.65",-,-0.79%,-0.007965898765486479
2013-10-01,1442.12,"1,434.61","1,443.24","1,434.41",-,0.64%,0.0064069115833325085
2013-10-02,1440.0,"1,441.41","1,441.62","1,431.83",-,-0.15%,-0.0014711395655631065
2013-10-03,1435.03,"1,441.40","1,443.21","1,432.99",-,-0.35%,-0.0034573586715058724
2013-10-04,1435.9,"1,434.86","1,438.45","1,431.96",-,0.06%,0.0006060754017909176
2013-10-07,1429.99,"1,436.36","1,437.02","1,425.53",-,-0.41%,-0.004124379077822482
2013-10-08,1418.39,"1,428.55","1,429.19","1,418.23",-,-0.81%,-0.008145025684768825
2013-10-09,1415.59,"1,418.71","1,419.38","1,410.25",-,-0.20%,-0.00197602023379595
2013-10-10,1439.63,"1,414.29","1,439.69","1,414.28",-,1.70%,0.01683973080577772
2013-10-11,1448.44,"1,441.46","1,448.95","1,441.06",-,0.61%,0.006100979080905233
2013-10-14,1453.97,"1,449.85","1,454.48","1,444.92",-,0.38%,0.0038106309527030646
2013-10-15,1453.43,"1,454.79","1,459.08","1,452.89",-,-0.04%,-0.00037146591883452373
2013-10-16,1464.77,"1,452.71","1,464.96","1,450.86",-,0.78%,0.007771953314386515
2013-10-17,1476.55,"1,466.41","1,476.61","1,464.87",-,0.80%,0.008010051938980745
2013-10-18,1483.98,"1,475.50","1,484.09","1,475.46",-,0.50%,0.005019382069696654
2013-10-21,1483.84,"1,483.34","1,484.73","1,480.99",-,-0.01%,-9.434534446395304e-05
2013-10-22,1495.87,"1,483.34","1,498.09","1,482.45",-,0.81%,0.008074655159719946
2013-10-23,1485.53,"1,494.84","1,495.29","1,482.59",-,-0.69%,-0.0069363664436092876
2013-10-24,1491.76,"1,485.95","1,493.37","1,485.60",-,0.42%,0.004185019996631567
2013-10-25,1492.29,"1,491.68","1,493.53","1,488.32",-,0.04%,0.0003552219336624418
2013-10-28,1495.74,"1,494.44","1,498.12","1,490.88",-,0.23%,0.002309214789065983
2013-10-29,1502.05,"1,494.35","1,502.20","1,494.02",-,0.42%,0.004209774079518169
2013-10-30,1498.72,"1,502.68","1,508.63","1,495.11",-,-0.22%,-0.002219431257263871
2013-10-31,1488.89,"1,497.67","1,497.89","1,488.69",-,-0.66%,-0.006580534589659237
2013-11-01,1487.66,"1,488.54","1,490.37","1,481.45",-,-0.08%,-0.000826460210653579
2013-11-04,1492.78,"1,487.64","1,493.69","1,487.38",-,0.34%,0.0034357377008067402
2013-11-05,1487.96,"1,491.41","1,492.74","1,481.03",-,-0.32%,-0.0032340990500276945
2013-11-06,1500.79,"1,489.61","1,501.03","1,488.83",-,0.86%,0.008585581805467868
2013-11-07,1488.11,"1,500.29","1,502.20","1,487.84",-,-0.84%,-0.008484777724833137
2013-11-08,1491.47,"1,486.51","1,491.77","1,476.69",-,0.23%,0.002255352381377307
2013-11-11,1496.14,"1,491.75","1,497.02","1,491.49",-,0.31%,0.003126247270218485
2013-11-12,1494.26,"1,496.77","1,498.10","1,491.76",-,-0.13%,-0.0012573570409850632
2013-11-13,1495.07,"1,493.53","1,495.31","1,483.43",-,0.05%,0.0005419274685785069
2013-11-14,1502.93,"1,496.74","1,505.65","1,495.59",-,0.53%,0.005243507677656467
2013-11-15,1512.03,"1,504.41","1,512.03","1,503.79",-,0.61%,0.006036582663716317
2013-11-18,1516.98,"1,512.64","1,521.40","1,511.21",-,0.33%,0.0032683975335165982
2013-11-19,1512.66,"1,516.81","1,517.41","1,509.89",-,-0.28%,-0.0028518259118888167
2013-11-20,1506.53,"1,512.15","1,517.09","1,503.90",-,-0.41%,-0.004060697354762333
2013-11-21,1511.86,"1,505.25","1,512.40","1,500.17",-,0.35%,0.0035316877805779967
2013-11-22,1518.44,"1,512.83","1,518.58","1,512.60",-,0.44%,0.004342811168245753
2013-11-25,1520.15,"1,519.00","1,523.03","1,518.57",-,0.11%,0.0011255221537087579
2013-11-26,1514.84,"1,520.39","1,522.56","1,514.61",-,-0.35%,-0.003499191376656441
2013-11-27,1517.42,"1,514.95","1,519.81","1,513.63",-,0.17%,0.00170170145211479
2013-11-28,1522.15,"1,514.95","1,522.96","1,513.63",-,0.31%,0.003112284841620294
2013-11-29,1521.62,"1,522.32","1,528.65","1,521.41",-,-0.03%,-0.00034825233533197775
2013-12-02,1514.21,"1,522.31","1,523.47","1,513.07",-,-0.49%,-0.004881705968824868
2013-12-03,1504.45,"1,514.14","1,514.78","1,501.81",-,-0.64%,-0.006466467909389095
2013-12-04,1498.65,"1,502.84","1,502.84","1,490.17",-,-0.39%,-0.0038626800382770554
2013-12-05,1489.81,"1,498.62","1,499.81","1,488.97",-,-0.59%,-0.005916107817111715
2013-12-06,1505.75,"1,489.11","1,505.89","1,487.62",-,1.07%,0.010642517893804992
2013-12-09,1512.68,"1,507.05","1,514.08","1,506.85",-,0.46%,0.004591799164707311
2013-12-10,1505.46,"1,513.15","1,513.84","1,504.01",-,-0.48%,-0.004784412765816093
2013-12-11,1493.21,"1,503.92","1,506.78","1,492.52",-,-0.81%,-0.0081703342781978
2013-12-12,1479.97,"1,491.45","1,492.45","1,478.04",-,-0.89%,-0.008906347762078326
2013-12-13,1476.78,"1,479.18","1,481.21","1,474.18",-,-0.22%,-0.002157775420795538
2013-12-16,1488.83,"1,476.62","1,493.32","1,475.22",-,0.82%,0.008126534720116929
2013-12-17,1481.13,"1,489.53","1,490.26","1,479.30",-,-0.52%,-0.005185266638256358
2013-12-18,1498.3,"1,482.81","1,499.20","1,482.40",-,1.16%,0.011525822105587835
2013-12-19,1508.04,"1,498.32","1,509.38","1,498.10",-,0.65%,0.006479662365954653
2013-12-20,1513.47,"1,506.83","1,516.22","1,506.43",-,0.36%,0.0035942332447191916
2013-12-23,1520.85,"1,513.98","1,522.23","1,513.73",-,0.49%,0.004864361406926143
2013-12-24,1522.97,"1,519.41","1,523.37","1,519.30",-,0.14%,0.0013929866699120552
2013-12-25,1523.2,"1,522.42","1,523.20","1,522.26",-,0.02%,0.00015100930048994599
2013-12-26,1530.16,"1,523.96","1,530.64","1,523.76",-,0.46%,0.004558920045178105
2013-12-27,1540.46,"1,532.10","1,543.91","1,532.05",-,0.67%,0.0067087680217463586
2013-12-30,1540.6,"1,540.00","1,542.25","1,538.63",-,0.01%,9.08778148405176e-05
2013-12-31,1543.47,"1,540.23","1,544.25","1,539.92",-,0.19%,0.0018611774884931265
2014-01-01,1543.58,"1,543.58","1,543.58","1,543.58",-,0.01%,7.126544762581233e-05
2014-01-02,1524.96,"1,542.81","1,543.03","1,523.28",-,-1.21%,-0.012136213665669082
2014-01-03,1525.07,"1,524.62","1,529.52","1,521.89",-,0.01%,7.213043809262132e-05
2014-01-06,1522.99,"1,523.58","1,528.38","1,521.54",-,-0.14%,-0.001364802741983695
2014-01-07,1532.19,"1,521.58","1,534.03","1,521.04",-,0.60%,0.006022576612886077
2014-01-08,1527.81,"1,533.40","1,533.73","1,525.58",-,-0.29%,-0.00286274705313172
2014-01-09,1525.29,"1,527.50","1,531.88","1,519.88",-,-0.16%,-0.0016507815481094923
2014-01-10,1532.86,"1,525.02","1,534.43","1,524.75",-,0.50%,0.004950715603523115
2014-01-13,1528.7,"1,534.85","1,536.59","1,527.58",-,-0.27%,-0.0027175704936039935
2014-01-14,1533.87,"1,526.43","1,534.44","1,519.29",-,0.34%,0.003376252566376081
2014-01-15,1545.25,"1,532.25","1,546.15","1,532.22",-,0.74%,0.007391755966017932
2014-01-16,1543.75,"1,545.94","1,547.38","1,540.20",-,-0.10%,-0.0009711881630947161
2014-01-17,1539.23,"1,543.17","1,547.11","1,537.53",-,-0.29%,-0.002932230010294745
2014-01-20,1540.03,"1,539.55","1,540.37","1,536.79",-,0.05%,0.0005196053714193738
2014-01-21,1539.1,"1,539.49","1,546.04","1,533.95",-,-0.06%,-0.0006040667515039289
2014-01-22,1534.99,"1,539.12","1,540.92","1,534.61",-,-0.27%,-0.002673963643811561
2014-01-23,1527.3,"1,533.37","1,538.50","1,522.95",-,-0.50%,-0.005022395765696963
2014-01-24,1496.67,"1,525.18","1,526.20","1,496.49",-,-2.01%,-0.02025883033919751
2014-01-27,1485.86,"1,494.85","1,495.16","1,485.15",-,-0.72%,-0.007248911049202
2014-01-28,1493.86,"1,486.23","1,495.19","1,485.25",-,0.54%,0.005369644947880836
2014-01-29,1485.43,"1,494.86","1,502.76","1,480.00",-,-0.56%,-0.005659081524587606
2014-01-30,1485.75,"1,483.09","1,487.52","1,477.56",-,0.02%,0.0002154026354768135
2014-01-31,1473.21,"1,484.91","1,485.22","1,464.55",-,-0.84%,-0.00847600175428731
2014-02-03,1448.82,"1,471.43","1,474.12","1,447.94",-,-1.66%,-0.016694261490675544
2014-02-04,1446.12,"1,443.67","1,450.07","1,438.71",-,-0.19%,-0.0018653241745063553
2014-02-05,1448.68,"1,449.36","1,452.35","1,444.73",-,0.18%,0.0017686891442325603
2014-02-06,1467.39,"1,448.22","1,468.69","1,447.77",-,1.29%,0.012832515510708298
2014-02-07,1483.55,"1,469.16","1,484.06","1,466.89",-,1.10%,0.010952551758857787
2014-02-10,1485.64,"1,483.79","1,487.63","1,481.39",-,0.14%,0.001407791583009299
2014-02-11,1502.75,"1,487.16","1,504.14","1,486.73",-,1.15%,0.011451107095162172
2014-02-12,1505.96,"1,504.39","1,510.93","1,504.08",-,0.21%,0.0021338056628668056
2014-02-13,1510.66,"1,505.24","1,511.03","1,498.74",-,0.31%,0.0031160728252457304
2014-02-14,1520.2,"1,510.43","1,521.63","1,510.26",-,0.63%,0.006295263724556577
2014-02-17,1522.34,"1,521.07","1,523.86","1,520.48",-,0.14%,0.0014067196177514063
2014-02-18,1525.67,"1,524.38","1,528.51","1,521.58",-,0.22%,0.0021850330706838506
2014-02-19,1519.46,"1,525.29","1,529.79","1,519.07",-,-0.41%,-0.004078649258854483
2014-02-20,1522.37,"1,518.71","1,524.03","1,510.69",-,0.19%,0.0019133224984599906
2014-02-21,1526.78,"1,524.53","1,532.01","1,524.20",-,0.29%,0.0028926114326583985
2014-02-24,1535.81,"1,526.31","1,540.78","1,524.77",-,0.59%,0.005896986647092817
2014-02-25,1533.92,"1,536.61","1,539.17","1,529.28",-,-0.12%,-0.0012313788110462909
2014-02-26,1530.03,"1,533.54","1,533.80","1,525.48",-,-0.25%,-0.0025392072912993058
2014-02-27,1532.32,"1,530.06","1,532.54","1,520.39",-,0.15%,0.001495583735922068
2014-02-28,1540.33,"1,531.36","1,543.78","1,531.08",-,0.52%,0.005213752392747573
2014-03-03,1513.41,"1,538.38","1,538.77","1,510.63",-,-1.75%,-0.017631296289035703
2014-03-04,1537.75,"1,513.36","1,539.10","1,513.14",-,1.61%,0.015954926211456666
2014-03-05,1535.89,"1,538.72","1,539.24","1,534.51",-,-0.12%,-0.0012102915286398286
2014-03-06,1544.97,"1,536.02","1,546.91","1,535.97",-,0.59%,0.00589447510775809
2014-03-07,1537.34,"1,545.41","1,547.06","1,534.67",-,-0.49%,-0.004950842442715597
2014-03-10,1533.19,"1,536.13","1,540.94","1,526.40",-,-0.27%,-0.0027031180460381776
2014-03-11,1528.76,"1,532.98","1,538.38","1,527.69",-,-0.29%,-0.002893582906948744
2014-03-12,1522.36,"1,526.94","1,527.07","1,514.98",-,-0.42%,-0.004195186938860118
2014-03-13,1505.6,"1,523.26","1,528.28","1,503.87",-,-1.10%,-0.011070272501918055
2014-03-14,1497.92,"1,502.86","1,504.79","1,495.42",-,-0.51%,-0.005114010719409201
2014-03-17,1511.39,"1,496.90","1,515.01","1,496.44",-,0.90%,0.008952278070863073
2014-03-18,1522.2,"1,512.27","1,525.92","1,507.79",-,0.72%,0.007126899650722329
2014-03-19,1511.14,"1,522.12","1,523.54","1,505.97",-,-0.73%,-0.0072923239810478435
2014-03-20,1515.07,"1,510.12","1,516.33","1,499.90",-,0.26%,0.0025973096442877264
2014-03-21,1517.13,"1,515.46","1,524.96","1,515.01",-,0.14%,0.0013587496319047432
2014-03-24,1511.74,"1,517.85","1,519.35","1,506.42",-,-0.36%,-0.003559086847330306
2014-03-25,1525.21,"1,511.73","1,526.41","1,510.95",-,0.89%,0.008870800197987805
2014-03-26,1528.69,"1,526.45","1,537.39","1,526.10",-,0.23%,0.0022790540006445426
2014-03-27,1527.15,"1,529.57","1,530.91","1,523.47",-,-0.10%,-0.0010079062584233967
2014-03-28,1537.96,"1,527.75","1,541.55","1,527.58",-,0.71%,0.007053609703725705
2014-03-31,1546.18,"1,538.40","1,551.70","1,538.37",-,0.53%,0.00533050994041151
2014-04-01,1552.83,"1,546.34","1,556.36","1,546.19",-,0.43%,0.004291699740897492
2014-04-02,1555.73,"1,554.45","1,556.61","1,552.43",-,0.19%,0.0018658162244298282
2014-04-03,1554.72,"1,556.76","1,558.64","1,552.59",-,-0.06%,-0.0006494237396497127
2014-04-04,1551.62,"1,554.09","1,561.68","1,551.34",-,-0.20%,-0.001995918688309395
2014-04-07,1540.73,"1,551.01","1,551.67","1,540.61",-,-0.70%,-0.007043216335938851
2014-04-08,1546.18,"1,539.65","1,548.02","1,536.96",-,0.35%,0.0035310427985706383
2014-04-09,1556.38,"1,544.20","1,556.57","1,543.46",-,0.66%,0.0065752389953308565
2014-04-10,1543.19,"1,556.16","1,559.29","1,542.68",-,-0.85%,-0.008510909331731042
2014-04-11,1528.44,"1,542.67","1,542.72","1,527.00",-,-0.96%,-0.009604095139382984
2014-04-14,1534.63,"1,528.36","1,535.82","1,520.19",-,0.40%,0.004041702230977329
2014-04-15,1533.67,"1,534.57","1,540.08","1,525.99",-,-0.06%,-0.0006257536950924347
2014-04-16,1548.49,"1,535.29","1,548.61","1,535.27",-,0.97%,0.009616706604404612
2014-04-17,1552.25,"1,549.25","1,554.53","1,546.67",-,0.24%,0.0024252287150439145
2014-04-18,1552.72,"1,552.69","1,553.29","1,552.61",-,0.03%,0.00030274044747002904
2014-04-21,1554.62,"1,552.94","1,554.83","1,551.65",-,0.12%,0.0012229110665638032
2014-04-22,1564.3,"1,554.89","1,567.40","1,554.33",-,0.62%,0.006207296808688589
2014-04-23,1560.75,"1,565.41","1,566.17","1,559.73",-,-0.23%,-0.0022719646258710924
2014-04-24,1562.9,"1,560.59","1,566.04","1,554.23",-,0.14%,0.0013765949062944927
2014-04-25,1555.49,"1,563.53","1,563.60","1,552.39",-,-0.47%,-0.004752461332149238
2014-04-28,1564.92,"1,554.05","1,568.86","1,553.84",-,0.61%,0.0060440959408119
2014-04-29,1573.34,"1,564.64","1,575.83","1,564.52",-,0.54%,0.005366043733839199
